"","x"
"453",211
"454",203
"455",201
"456",204
"457",201
"458",96
"459",48
"460",192
"461",199
"462",200
"463",217
"464",217
"465",205
"466",217
"467",217
"468",218
"469",55
"470",219
"471",220
"472",220
"473",220
"474",221
"475",222
"476",223
"477",224
"478",38
"479",225
"480",225
"481",225
"482",225
"483",55
"484",218
"485",226
"486",227
"487",228
"488",229
"489",230
"490",230
"491",230
"492",62
"493",231
"494",232
"495",219
"496",225
"497",87
"498",112
"499",233
"500",234
"501",195
"502",235
"503",206
"504",236
"505",236
"506",237
"507",237
"508",237
"509",238
"510",239
"511",58
"512",238
"513",240
"514",240
"515",240
"516",240
"517",241
"518",241
"519",241
"520",241
"521",241
"522",241
"523",241
"524",241
"525",241
"526",241
"527",241
"528",241
"529",241
"530",241
"531",242
"532",243
"533",243
"534",244
"535",156
"536",244
"537",244
"538",245
"539",232
"540",246
"541",246
"542",247
"543",21
"544",247
"545",228
"546",244
"547",248
"548",55
"549",227
"550",249
"551",250
"552",251
"553",252
"554",55
"555",157
"556",253
"557",254
"558",255
"559",256
"560",257
"561",227
"562",257
"563",258
"564",256
"565",259
"566",236
"567",66
"568",206
"569",143
"570",260
"571",205
"572",205
"573",205
"574",205
"575",205
"576",236
"577",48
"578",261
"579",154
"580",262
"581",263
"582",264
"583",135
"584",67
"585",67
"586",265
"587",135
"588",266
"589",137
"590",4
"591",56
"592",37
"593",23
"594",267
"595",268
"596",11
"597",269
"598",259
"599",38
"600",270
"601",37
"602",77
"603",4
"604",271
"605",223
"606",223
"607",223
"608",272
"609",81
"610",273
"611",274
"612",73
"613",81
"614",17
"615",271
"616",19
"617",81
"618",275
"619",14
"620",5
"621",136
"622",8
"623",44
"624",130
"625",77
"626",276
"627",276
"628",78
"629",6
"630",277
"631",278
"632",8
"633",279
"634",14
"635",280
"636",277
"637",4
"638",4
"639",4
"640",62
"641",62
"642",281
"643",74
"644",73
"645",81
"646",17
"647",282
"648",283
"649",19
"650",81
"651",284
"652",285
"653",269
"654",267
"655",4
"656",286
"657",130
"658",77
"659",178
"660",137
"661",287
"662",288
"663",138
"664",289
"665",290
"666",275
"667",291
"668",292
"669",7
"670",293
"671",271
"672",271
"673",271
"674",294
"675",295
"676",296
"677",294
"678",296
"679",297
"680",282
"681",282
"682",38
"683",112
"684",290
"685",177
"686",171
"687",283
"688",225
"689",76
"690",24
"691",298
"692",299
"693",86
"694",41
"695",77
"696",79
"697",300
"698",262
"699",301
"700",116
"701",13
"702",77
"703",302
"704",300
"705",303
"706",303
"707",304
"708",304
"709",305
"710",306
"711",306
"712",307
"713",308
"714",308
"715",308
"716",308
"717",1
"718",309
"719",310
"720",311
"721",312
"722",122
"723",177
"724",77
"725",145
"726",300
"727",145
"728",134
"729",296
"730",313
"731",314
"732",13
"733",77
"734",302
"735",300
"736",315
"737",300
"738",316
"739",136
"740",317
"741",305
"742",318
"743",319
"744",320
"745",320
"746",38
"747",321
"748",322
"749",262
"750",323
"751",324
"752",90
"753",325
"754",326
"755",149
"756",264
"757",50
"758",50
"759",327
"760",328
"761",329
"762",330
"763",39
"764",331
"765",331
"766",331
"767",288
"768",24
"769",332
"770",23
"771",37
"772",333
"773",334
"774",334
"775",335
"776",134
"777",79
"778",39
"779",336
"780",337
"781",338
"782",339
"783",340
"784",341
"785",342
"786",341
"787",326
"788",343
"789",338
"790",344
"791",345
"792",345
"793",346
"794",347
"795",6
"796",348
"797",288
"798",349
"799",56
"800",348
"801",268
"802",11
"803",56
"804",56
"805",270
"806",259
"807",38
"808",350
"809",4
"810",271
"811",223
"812",223
"813",223
"814",272
"815",81
"816",273
"817",274
"818",73
"819",81
"820",17
"821",351
"822",19
"823",81
"824",275
"825",14
"826",5
"827",136
"828",8
"829",267
"830",130
"831",77
"832",352
"833",130
"834",285
"835",269
"836",353
"837",353
"838",354
"839",355
"840",355
"841",355
"842",355
"843",355
"844",355
"845",355
"846",355
"847",355
"848",355
"849",355
"850",355
"851",355
"852",355
"853",355
"854",355
"855",355
"856",355
"857",355
"858",355
"859",355
"860",355
"861",355
"862",355
"863",355
"864",356
"865",356
"866",356
"867",356
"868",357
"869",356
"870",320
"871",320
"872",22
"873",22
"874",320
"875",358
"876",359
"877",359
"878",360
"879",360
"880",262
"881",91
"882",92
"883",295
"884",318
"885",361
"886",362
"887",67
"888",363
"889",315
"890",315
"891",364
"892",128
"893",96
"894",96
"895",365
"896",154
"897",315
"898",364
"899",96
"900",96
"901",128
"902",365
"903",154
"904",363
"905",285
"906",126
"907",364
"908",96
"909",128
"910",38
"911",308
"912",366
"913",361
"914",362
"915",367
"916",320
"917",363
"918",367
"919",264
"920",289
"921",310
"922",262
"923",24
"924",368
"925",369
"926",23
"927",39
"928",264
"929",370
"930",371
"931",371
"932",372
"933",373
"934",373
"935",373
"936",371
"937",371
"938",372
"939",373
"940",373
"941",373
"942",112
"943",374
"944",375
"945",375
"946",376
"947",376
"948",375
"949",375
"950",375
"951",376
"952",376
